text,intent
ship về Hà Nội bao nhiêu nhé,hoi_phi_ship
sản phẩm được sản xuất ở đâu,hoi_nguon_goc
mình muốn chốt các sản phẩm này,bat_dau_dat_hang
cảm ơn bạn đã hỗ trợ vậy,cam_on
còn hộp quà Tết cao cấp không,kiem_tra_ton_kho
hộp quà Tết có nguồn gốc ở đâu,hoi_nguon_goc
đổi trả trong vòng mấy ngày vậy,chinh_sach_doi_tra
có nhận ship cod ko,phuong_thuc_thanh_toan
hẹn shop lần sau,tam_biet
cho mình hỏi nguồn gốc hạt điều rang muối,hoi_nguon_goc
cho mình hỏi nguồn gốc cà phê Arabica Cầu Đất ạ,hoi_nguon_goc
mình không muốn chốt đơn nữa,huy_checkout
cho mình thanh toán bằng chuyển khoản,chon_phuong_thuc_thanh_toan
cà phê Robusta hãng nào,hoi_thuong_hieu
trà Ô Long có quy cách bao nhiêu,hoi_khoi_luong
shop cho mình hủy đơn được không ạ,huy_don_hang
nếu hàng không giống hình thì sao vậy,chinh_sach_doi_tra
mình muốn hủy đơn nhé,huy_don_hang
hủy checkout giúp mình,huy_checkout
có đặc sản nào dưới 500k ko,tim_san_pham_theo_gia
"mình có 200k, mua được gì",tim_san_pham_theo_gia
cho mình xem chi tiết hộp quà Tết,chi_tiet_san_pham
thanh toán qua đâu giúp mình,phuong_thuc_thanh_toan
shop đang có khuyến mãi gì vậy,khuyen_mai
cảm ơn shop ạ,cam_on
không biết nữa,khong_hieu
shop ơi cái này sao ạ,khong_hieu
nhập thông tin địa chỉ giao hàng,nhap_dia_chi_giao_hang
mình muốn xem lại danh sách đã chọn,xem_gio_hang
xác nhận đặt hàng,xac_nhan_dat_hang
cho mình hỏi vài thông tin được không nhé,chao_hoi
cảm ơn shop đã hỗ trợ,cam_on
mẫu cà phê Robusta còn sẵn không giúp mình,kiem_tra_ton_kho
xác nhận để tạo đơn hàng,xac_nhan_dat_hang
trong giỏ đang có những sản phẩm nào,xem_gio_hang
mình muốn chỉnh địa chỉ nhận,nhap_dia_chi_giao_hang
cà phê Arabica Cầu Đất tính theo gì,hoi_don_vi
hộp quà Tết còn không shop,kiem_tra_ton_kho
muốn đổi hàng thì làm sao vậy,chinh_sach_doi_tra
mình muốn biết chính sách trả hàng,chinh_sach_doi_tra
cho mình kiểm tra đơn hàng shop,tra_cuu_don_hang
món này tính theo hộp hay túi,hoi_don_vi
có chuyển khoản được không,phuong_thuc_thanh_toan
mật ong hoa rừng có gì đặc biệt,chi_tiet_san_pham
hộp quà Tết cao cấp hãng nào,hoi_thuong_hieu
giá bán hộp quà Tết thế nào,hoi_gia
mấy ngày thì nhận được hàng shop,thoi_gian_giao_hang
shop tính phí ship ra sao,hoi_phi_ship
mua quà cho bố mẹ thì nên chọn gì shop,goi_y_san_pham
có mã giảm giá không nhé,khuyen_mai
mình muốn loại sản phẩm này khỏi giỏ,xoa_khoi_gio_hang
mình xác nhận mua,xac_nhan_dat_hang
giao hàng có mất phí không,hoi_phi_ship
có chuyển khoản được ko,phuong_thuc_thanh_toan
mật ong hoa rừng được sản xuất ở đâu,hoi_nguon_goc
so sánh trà Shan Tuyết và hộp quà Tết cao cấp giúp mình,so_sanh_san_pham
chốt đơn chính thức cho mình,xac_nhan_dat_hang
có giao gấp trong ngày không ạ,thoi_gian_giao_hang
mình muốn hỏi shop,chao_hoi
thực hiện thanh toán ngay,thanh_toan_don_hang
chọn thanh toán qua ngân hàng giúp mình,chon_phuong_thuc_thanh_toan
hẹn gặp lại,tam_biet
cho mình bắt đầu thanh toán đơn,bat_dau_dat_hang
mình muốn thanh toán bằng ngân hàng,chon_phuong_thuc_thanh_toan
mình chưa hiểu,khong_hieu
thanh toán đơn này giúp mình,thanh_toan_don_hang
cho mình xem lại những sản phẩm đã thêm,xem_gio_hang
quà doanh nghiệp tính theo túi hay hộp,hoi_don_vi
khi nào thì giao tới,thoi_gian_giao_hang
ok cảm ơn bạn shop,cam_on
mình muốn thay đổi địa chỉ giao,nhap_dia_chi_giao_hang
sản phẩm này bán theo gì,hoi_don_vi
trà ô long có phải hàng tây bắc không,hoi_nguon_goc
giỏ hàng hiện tại của tôi,xem_gio_hang
mình muốn xem trạng thái đơn hàng shop,tra_cuu_don_hang
"đơn này chính xác, đặt giúp mình",xac_nhan_dat_hang
xóa hộp quà Tết khỏi giỏ,xoa_khoi_gio_hang
loại măng khô Tây Bắc khỏi danh sách đã chọn,xoa_khoi_gio_hang
giúp mình đặt đơn này,bat_dau_dat_hang
tạm biệt shop,tam_biet
thời gian vận chuyển khoảng bao lâu ạ,thoi_gian_giao_hang
mình cần thanh toán đơn hàng,thanh_toan_don_hang
cho mình dừng thanh toán,huy_checkout
shop tư vấn giúp em nhé,chao_hoi
shop ơi cái này sao vậy,khong_hieu
đơn của mình giao chưa giúp mình,tra_cuu_don_hang
thực hiện thanh toán đơn hàng,thanh_toan_don_hang
đổi trà Shan Tuyết từ 1 thành 2 hộp,cap_nhat_gio_hang
có mã giảm giá không shop,khuyen_mai
trả tiền mặt được ko,phuong_thuc_thanh_toan
có được kiểm tra hàng trước khi thanh toán khg,chinh_sach_doi_tra
"giao đơn này về 50 Nguyễn Huệ, Huế",nhap_dia_chi_giao_hang
cà phê robusta nặng bao nhiêu,hoi_khoi_luong
mình xem thêm rồi báo sau giúp mình,tam_biet
bỏ qua đơn hàng đang đặt,huy_checkout
giúp mình tạo đơn hàng,bat_dau_dat_hang
tìm sản phẩm dưới 150k,tim_san_pham_theo_gia
tôi ko hiểu ạ,khong_hieu
mình xem thêm rồi báo sau,tam_biet
có loại trà Ô Long nào không,tim_kiem_san_pham
loại nào phù hợp hơn giữa trà Shan Tuyết và hộp quà Tết cao cấp,so_sanh_san_pham
shop giải thích lại giúp mình,khong_hieu
mẫu hộp quà Tết còn sẵn không nhé,kiem_tra_ton_kho
cảm ơn tư vấn của shop,cam_on
ship về Hà Nội bao nhiêu giúp mình,hoi_phi_ship
chọn hình thức trả tiền cho đơn này,chon_phuong_thuc_thanh_toan
bao lâu thì hàng tới,thoi_gian_giao_hang
có ưu đãi cho đơn hàng lớn không vậy,khuyen_mai
xóa hộp quà trong giỏ giúp mình,xoa_khoi_gio_hang
"mình đổi ý, không muốn đặt đơn",huy_checkout
xóa một sản phẩm trong giỏ,xoa_khoi_gio_hang
cảm ơn bạn nha,cam_on
có được đồng kiểm ko,chinh_sach_doi_tra
trà Shan Tuyết dùng như thế nào,chi_tiet_san_pham
mình đồng ý đặt đơn này,xac_nhan_dat_hang
cà phê Robusta tính theo gì,hoi_don_vi
khách mới có ưu đãi gì không nhé,khuyen_mai
hộp quà tết bao nhiêu gam,hoi_khoi_luong
tư vấn giúp mình sản phẩm phù hợp,goi_y_san_pham
shop có ưu đãi gì không,khuyen_mai
thanks shop nhé,cam_on
có voucher không nhé,khuyen_mai
mình muốn hoàn tất việc đặt hàng,bat_dau_dat_hang
giới thiệu trà ô long cho mình,chi_tiet_san_pham
xin chào cửa hàng,chao_hoi
nếu hàng không giống hình thì sao giúp mình,chinh_sach_doi_tra
có loại hộp quà Tết cao cấp nào không,tim_kiem_san_pham
cập nhật địa chỉ nhận hàng giúp mình,nhap_dia_chi_giao_hang
cảm ơn shop nhiều,cam_on
hộp quà Tết cao cấp xuất xứ ở đâu,hoi_nguon_goc
hạt điều rang muối còn bao nhiêu,kiem_tra_ton_kho
mẫu mật ong hoa rừng còn sẵn không,kiem_tra_ton_kho
gợi ý quà tặng cho mình,goi_y_san_pham
có sản phẩm nào từ 150k đến 500k ko,tim_san_pham_theo_gia
tra cứu đơn hàng thế nào shop,tra_cuu_don_hang
thêm địa chỉ nhận cho đơn này,nhap_dia_chi_giao_hang
hộp quà Tết với mật ong hoa rừng loại nào ngon hơn,so_sanh_san_pham
xóa sản phẩm đã thêm lúc nãy,xoa_khoi_gio_hang
shop cho mình hủy đơn được khg,huy_don_hang
ship về Hà Nội bao nhiêu ạ,hoi_phi_ship
mình đã sẵn sàng thanh toán,thanh_toan_don_hang
"shop tư vấn dễ hiểu quá, cảm ơn nhé vậy",cam_on
shop báo giá cà phê Arabica Cầu Đất giúp mình,hoi_gia
tra cứu đơn hàng thế nào,tra_cuu_don_hang
mình muốn đổi số lượng măng khô thành 3 túi,cap_nhat_gio_hang
mình muốn xem trạng thái đơn hàng giúp mình,tra_cuu_don_hang
chào bạn,chao_hoi
shop hỗ trợ phương thức thanh toán nào,phuong_thuc_thanh_toan
sửa số lượng cà phê trong giỏ,cap_nhat_gio_hang
thanh toán khi nhận hàng được không vậy,phuong_thuc_thanh_toan
có sản phẩm nào từ 300k đến 500k không,tim_san_pham_theo_gia
có giao gấp trong ngày không,thoi_gian_giao_hang
shop đang sale sản phẩm nào,khuyen_mai
trọng lượng của măng khô Tây Bắc là bao nhiêu,hoi_khoi_luong
mình cần cập nhật địa chỉ giao hàng,nhap_dia_chi_giao_hang
mình muốn bỏ quy trình này,huy_checkout
hàng bị lỗi có được đổi không ạ,chinh_sach_doi_tra
giá bán mật ong hoa rừng thế nào,hoi_gia
cho mình thanh toán đơn đã đặt,thanh_toan_don_hang
trọng lượng của hộp quà Tết là bao nhiêu,hoi_khoi_luong
cho mình hỏi giá trà Ô Long,hoi_gia
hộp quà Tết tính theo túi hay hộp,hoi_don_vi
mình muốn đổi nơi nhận hàng,nhap_dia_chi_giao_hang
shop có đó ko,chao_hoi
có thể đặt hộp quà Tết cao cấp ngay không,kiem_tra_ton_kho
sản phẩm này có xuất xứ ở đâu,hoi_nguon_goc
mình xem sau nhé,tam_biet
mở giỏ hàng cho mình,xem_gio_hang
mình ko biết hỏi thế nào,khong_hieu
mình muốn thanh toán online cho đơn,chon_phuong_thuc_thanh_toan
cho mình xem chi tiết quà doanh nghiệp,chi_tiet_san_pham
có freeship ko,hoi_phi_ship
mình không biết nên mua loại nào,goi_y_san_pham
cà phê Arabica Cầu Đất bao nhiêu gam,hoi_khoi_luong
xác nhận tạo đơn,xac_nhan_dat_hang
mật ong hoa rừng bao nhiêu tiền,hoi_gia
có thanh toán qua MoMo không nhé,phuong_thuc_thanh_toan
thanh toán đơn này ngay,thanh_toan_don_hang
có được kiểm tra hàng trước khi thanh toán ko,chinh_sach_doi_tra
so sánh cà phê Robusta và mật ong hoa rừng giúp mình,so_sanh_san_pham
chọn phương thức thanh toán cho đơn giúp mình,chon_phuong_thuc_thanh_toan
mình muốn hủy đơn giúp mình,huy_don_hang
có quà tết dưới 1 triệu không,tim_san_pham_theo_gia
tăng hạt điều lên 2 hộp,cap_nhat_gio_hang
mình không mua hạt mắc ca nữa,xoa_khoi_gio_hang
tôi đồng ý đặt hàng,xac_nhan_dat_hang
măng khô Tây Bắc hiện tại bao nhiêu,hoi_gia
shop báo giá trà Ô Long giúp mình,hoi_gia
xem giúp mình giỏ hàng hiện tại,xem_gio_hang
xóa sản phẩm này khỏi giỏ giúp mình,xoa_khoi_gio_hang
bao lâu thì hàng tới vậy,thoi_gian_giao_hang
"mình muốn mua hạt mắc ca, cho vào giỏ",them_vao_gio_hang
hiện có giảm giá không,khuyen_mai
mình xác nhận đơn hàng,xac_nhan_dat_hang
thôi cảm ơn nhé giúp mình,tam_biet
giao hàng có mất phí khg,hoi_phi_ship
"đơn này giao về 9 Nguyễn Du, Hà Nội",nhap_dia_chi_giao_hang
mật ong hoa rừng bán theo đơn vị nào,hoi_don_vi
có được đồng kiểm không shop,chinh_sach_doi_tra
cho em xin giá trà Ô Long,hoi_gia
giúp mình mở giỏ hàng,xem_gio_hang
trọng lượng của mật ong hoa rừng là bao nhiêu,hoi_khoi_luong
hi shop,chao_hoi
"không mua nữa, dừng đặt hàng",huy_checkout
mình xác nhận hoàn tất đơn,xac_nhan_dat_hang
đặt đơn này giúp mình,bat_dau_dat_hang
mình lấy một hộp quà Tết,them_vao_gio_hang
cho mình xem cà phê,tim_kiem_san_pham
ship hỏa tốc được ko,thoi_gian_giao_hang
"mọi thứ ổn, xác nhận đơn",xac_nhan_dat_hang
thời gian vận chuyển khoảng bao lâu,thoi_gian_giao_hang
đơn này mình dùng chuyển khoản,chon_phuong_thuc_thanh_toan
phí ship bao nhiêu,hoi_phi_ship
hạt điều rang muối nặng bao nhiêu,hoi_khoi_luong
chào shop nhé,chao_hoi
có mã giảm giá ko,khuyen_mai
phí ship bao nhiêu nhé,hoi_phi_ship
có hộp quà nào dưới 300k không,tim_san_pham_theo_gia
hủy quá trình mua hàng,huy_checkout
trọng lượng của hạt điều rang muối là bao nhiêu,hoi_khoi_luong
trà Shan Tuyết tính theo gì,hoi_don_vi
mua nhiều có được giảm giá ko,khuyen_mai
tìm cà phê trong tầm giá 100k,tim_san_pham_theo_gia
mình đồng ý với đơn này,xac_nhan_dat_hang
mình muốn tìm sản phẩm làm quà nhé,goi_y_san_pham
shop ơi cái này sao nhé,khong_hieu
abc xyz giúp mình,khong_hieu
mình lấy 2 gói cà phê Robusta,them_vao_gio_hang
mình không biết hỏi thế nào,khong_hieu
giúp mình thêm món này vào giỏ,them_vao_gio_hang
mình không muốn tiếp tục đặt hàng,huy_checkout
"mình đổi ý, không mua cà phê nữa",xoa_khoi_gio_hang
có loại hộp quà tết cao cấp nào không,tim_kiem_san_pham
hộp quà tết cao cấp giá bao nhiêu,hoi_gia
mật ong hoa rừng có gì đặc biệt shop,chi_tiet_san_pham
cho mình chọn thanh toán khi nhận,chon_phuong_thuc_thanh_toan
trà Ô Long bao nhiêu tiền,hoi_gia
giỏ hàng có mấy món vậy,xem_gio_hang
mình muốn hủy đơn,huy_don_hang
mình muốn chọn COD,chon_phuong_thuc_thanh_toan
mình muốn mua cà phê,tim_kiem_san_pham
shop còn cà phê Robusta ko,kiem_tra_ton_kho
mật ong hoa rừng còn không shop,kiem_tra_ton_kho
có đặc sản nào dưới 500k không,tim_san_pham_theo_gia
"mình có 1 triệu, mua được gì",tim_san_pham_theo_gia
cho mình thanh toán đơn vừa tạo,thanh_toan_don_hang
nói gì vậy,khong_hieu
mình muốn dùng tiền mặt khi nhận,chon_phuong_thuc_thanh_toan
chọn MoMo cho đơn hàng này,chon_phuong_thuc_thanh_toan
hủy việc mua hàng hiện tại,huy_checkout
làm sao để hủy đơn shop,huy_don_hang
có thể đặt cà phê robusta ngay không,kiem_tra_ton_kho
cho mình thêm sản phẩm này,them_vao_gio_hang
"shop tư vấn dễ hiểu quá, cảm ơn nhé shop",cam_on
không hiểu shop nói gì,khong_hieu
có thanh toán qua MoMo không shop,phuong_thuc_thanh_toan
bỏ món này khỏi giỏ hàng nhé,xoa_khoi_gio_hang
shop có nhận quẹt thẻ ko,phuong_thuc_thanh_toan
mình muốn cho món này vào giỏ,them_vao_gio_hang
giá bán hạt mắc ca thế nào,hoi_gia
loại nào phù hợp hơn giữa hộp quà Tết và măng khô Tây Bắc,so_sanh_san_pham
xin chào vậy,chao_hoi
có được đồng kiểm khg ạ,chinh_sach_doi_tra
CF-001 còn hàng khg,kiem_tra_ton_kho
có được kiểm tra hàng trước khi thanh toán không nhé,chinh_sach_doi_tra
đổi số lượng trà Ô Long thành 2 hộp,cap_nhat_gio_hang
thanh toán khi nhận hàng được ko,phuong_thuc_thanh_toan
làm sao để hủy đơn giúp mình,huy_don_hang
cảm ơn rất nhiều,cam_on
tăng số lượng trà Shan Tuyết lên 3 hộp,cap_nhat_gio_hang
shop tư vấn giúp em ạ,chao_hoi
tính theo gói hay hộp vậy,hoi_don_vi
còn hộp quà Tết không,kiem_tra_ton_kho
cho mình điền địa chỉ nhận hàng,nhap_dia_chi_giao_hang
mình xem thêm rồi báo sau nhé,tam_biet
mình cần điền thông tin giao hàng,nhap_dia_chi_giao_hang
nói gì vậy shop,khong_hieu
alo shop ạ,chao_hoi
hủy việc chốt đơn,huy_checkout
mình cảm ơn shop nhiều ạ,cam_on
cho mình chỉnh số lượng hạt mắc ca,cap_nhat_gio_hang
hộp quà Tết cao cấp có phải hàng Tây Bắc không,hoi_nguon_goc
tìm giúp mình sản phẩm khoảng 200k ạ,tim_san_pham_theo_gia
shop hỗ trợ phương thức thanh toán nào giúp mình,phuong_thuc_thanh_toan
hộp quà tết bao nhiêu gam vậy,hoi_khoi_luong
tư vấn món quà phù hợp,goi_y_san_pham
có mã giảm giá không giúp mình,khuyen_mai
"giao đến 35 Phan Chu Trinh, Đà Nẵng nhé",nhap_dia_chi_giao_hang
cho mình hỏi giá trà Shan Tuyết,hoi_gia
cho mình kiểm tra giỏ,xem_gio_hang
trà Shan Tuyết có đặc điểm gì giúp mình,chi_tiet_san_pham
"mình chọn măng khô, thêm vào giỏ",them_vao_gio_hang
shop cho mình hủy đơn được ko nhé,huy_don_hang
"mình không lấy hạt điều nữa, xóa giúp mình",xoa_khoi_gio_hang
bắt đầu thanh toán cho đơn,thanh_toan_don_hang
cảm ơn shop nhé,cam_on
chính sách đổi trả thế nào,chinh_sach_doi_tra
hộp quà Tết bán theo đơn vị nào,hoi_don_vi
có mã giảm giá khg,khuyen_mai
xác nhận đơn hàng này giúp mình,xac_nhan_dat_hang
hủy đơn đang ở bước checkout,huy_checkout
tôi muốn thanh toán cho đơn,thanh_toan_don_hang
chỉnh số lượng hộp quà Tết trong giỏ,cap_nhat_gio_hang
thanh toán đơn hàng này nhé,thanh_toan_don_hàng
xóa sạch giỏ hàng của tôi,xoa_tat_ca_gio_hang
làm trống giỏ hàng giúp mình,xoa_tat_ca_gio_hang
xóa sạch mọi thứ trong giỏ,xoa_tat_ca_gio_hang
giúp mình dọn hết giỏ hàng,xoa_tat_ca_gio_hang
cho mình xóa toàn bộ giỏ hàng,xoa_tat_ca_gio_hang
tôi muốn bỏ hết sản phẩm trong giỏ,xoa_tat_ca_gio_hang
bỏ tất cả các món đang có trong giỏ,xoa_tat_ca_gio_hang
xóa hết các mặt hàng trong giỏ giúp tôi,xoa_tat_ca_gio_hang
hãy làm trống giỏ hàng của tôi,xoa_tat_ca_gio_hang
giỏ hàng này xóa hết đi,xoa_tat_ca_gio_hang
không giữ lại sản phẩm nào trong giỏ,xoa_tat_ca_gio_hang
cho tôi xóa toàn bộ hàng đã chọn,xoa_tat_ca_gio_hang
tôi muốn dọn sạch các sản phẩm trong giỏ,xoa_tat_ca_gio_hang
xóa tất cả món đang nằm trong giỏ hàng,xoa_tat_ca_gio_hang
bỏ hết đồ trong giỏ hàng,xoa_tat_ca_gio_hang
giúp tôi xóa sạch các mặt hàng đã thêm,xoa_tat_ca_gio_hang
hãy xóa toàn bộ sản phẩm khỏi giỏ,xoa_tat_ca_gio_hang
giỏ hàng của tôi cần được làm trống,xoa_tat_ca_gio_hang
tôi muốn xóa hết các sản phẩm đã chọn,xoa_tat_ca_gio_hang
clear toàn bộ giỏ hàng giúp mình,xoa_tat_ca_gio_hang
cho mình bỏ hết sản phẩm khỏi giỏ hàng,xoa_tat_ca_gio_hang
xóa hết đồ trong giỏ giúp mình nhé,xoa_tat_ca_gio_hang
tôi không muốn giữ món nào trong giỏ,xoa_tat_ca_gio_hang
làm sạch toàn bộ giỏ hàng,xoa_tat_ca_gio_hang
xóa hết những gì đang có trong giỏ,xoa_tat_ca_gio_hang
giúp mình bỏ toàn bộ sản phẩm trong giỏ,xoa_tat_ca_gio_hang
hãy dọn sạch giỏ hàng hiện tại,xoa_tat_ca_gio_hang
tôi cần xóa tất cả mặt hàng trong giỏ,xoa_tat_ca_gio_hang
xóa toàn bộ đồ đã thêm vào giỏ,xoa_tat_ca_gio_hang
cho mình làm trống giỏ hàng nhé,xoa_tat_ca_gio_hang
bỏ toàn bộ hàng trong giỏ đi,xoa_tat_ca_gio_hang
giúp xóa tất cả sản phẩm đang chọn,xoa_tat_ca_gio_hang
tôi muốn xóa hết giỏ,xoa_tat_ca_gio_hang
hãy bỏ hết hàng trong giỏ của tôi,xoa_tat_ca_gio_hang
xóa tất cả sản phẩm hiện có trong giỏ,xoa_tat_ca_gio_hang
dọn hết giỏ hàng để chọn lại,xoa_tat_ca_gio_hang
cho tôi xóa sạch giỏ hiện tại,xoa_tat_ca_gio_hang
